,DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,ACTIVE_CHANGE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
0,2022-04-16,2025209,211,1538366,164,486843,47,1722205,11146669,12868874,3676,0,26110,95,3072,116,1996027,0,48206,26102,0
1,2022-04-15,2024998,329,1538202,240,486796,89,1722023,11143175,12865198,7974,1,26110,165,2977,163,1995911,0,48206,26102,0
2,2022-04-14,2024669,431,1537962,293,486707,138,1721761,11135463,12857224,8089,4,26109,225,2812,202,1995748,1,48206,26102,2
3,2022-04-13,2024238,475,1537669,347,486569,128,1721462,11127673,12849135,9397,2,26105,278,2587,195,1995546,0,48205,26100,0
4,2022-04-12,2023763,324,1537322,232,486441,92,1721099,11118639,12839738,6473,61,26103,58,2309,205,1995351,2,48205,26100,2
5,2022-04-11,2023439,301,1537090,212,486349,89,1720851,11112414,12833265,3634,12,26042,61,2251,228,1995146,2,48203,26098,4
6,2022-04-10,2023138,130,1536878,76,486260,54,1720624,11109007,12829631,3703,1,26030,31,2190,98,1994918,1,48201,26094,2
7,2022-04-09,2023008,173,1536802,110,486206,63,1720536,11105392,12825928,6710,0,26029,87,2159,86,1994820,0,48200,26092,1
8,2022-04-08,2022835,295,1536692,218,486143,77,1720397,11098821,12819218,8259,8,26029,108,2072,179,1994734,1,48200,26091,2
9,2022-04-07,2022540,484,1536474,196,486066,288,1720165,11090794,12810959,8505,139,26021,182,1964,163,1994555,1,48199,26089,0
10,2022-04-06,2022056,383,1536278,239,485778,144,1719944,11082510,12802454,8630,5,25882,210,1782,168,1994392,1,48198,26089,5
11,2022-04-05,2021673,324,1536039,193,485634,131,1719661,11074163,12793824,5886,82,25877,64,1572,178,1994224,1,48197,26084,4
12,2022-04-04,2021349,244,1535846,155,485503,89,1719447,11068491,12787938,4273,127,25795,-98,1508,215,1994046,4,48196,26080,3
13,2022-04-03,2021105,92,1535691,51,485414,41,1719273,11064392,12783665,4358,24,25668,-32,1606,100,1993831,1,48192,26077,2
14,2022-04-02,2021013,190,1535640,92,485373,98,1719209,11060098,12779307,5978,0,25644,90,1638,100,1993731,1,48191,26075,5
15,2022-04-01,2020823,267,1535548,160,485275,107,1719099,11054230,12773329,7861,24,25644,41,1548,202,1993631,0,48190,26070,8
16,2022-03-31,2020556,283,1535388,203,485168,80,1718916,11046552,12765468,9543,15,25620,79,1507,189,1993429,1,48190,26062,4
17,2022-03-30,2020273,314,1535185,160,485088,154,1718688,11037237,12755925,8477,13,25605,104,1428,197,1993240,3,48189,26058,13
18,2022-03-29,2019959,260,1535025,162,484934,98,1718510,11028938,12747448,7940,18,25592,47,1324,195,1993043,2,48186,26045,16
19,2022-03-28,2019699,313,1534863,171,484836,142,1718326,11021182,12739508,5145,72,25574,-65,1277,306,1992848,1,48184,26029,7
20,2022-03-27,2019386,78,1534692,54,484694,24,1718127,11016236,12734363,2989,6,25502,-29,1342,101,1992542,3,48183,26022,5
21,2022-03-26,2019308,140,1534638,115,484670,25,1718061,11013313,12731374,6810,0,25496,47,1371,93,1992441,1,48180,26017,7
22,2022-03-25,2019168,215,1534523,155,484645,60,1717925,11006639,12724564,9339,0,25496,-26,1324,241,1992348,1,48179,26010,11
23,2022-03-24,2018953,249,1534368,134,484585,115,1717745,10997480,12715225,7768,8,25496,-35,1350,276,1992107,0,48178,25999,9
24,2022-03-23,2018704,322,1534234,176,484470,146,1717581,10989876,12707457,8445,31,25488,-29,1385,320,1991831,1,48178,25990,13
25,2022-03-22,2018382,339,1534058,180,484324,159,1717385,10981627,12699012,5695,10,25457,-28,1414,357,1991511,6,48177,25977,10
26,2022-03-21,2018043,298,1533878,205,484165,93,1717173,10976144,12693317,4224,27,25447,-172,1442,443,1991154,1,48171,25967,12
27,2022-03-20,2017745,158,1533673,132,484072,26,1716938,10972155,12689093,2672,4,25420,-52,1614,206,1990711,0,48170,25955,11
28,2022-03-19,2017587,167,1533541,117,484046,50,1716786,10969635,12686421,4771,0,25416,-67,1666,234,1990505,1,48170,25944,8
29,2022-03-18,2017420,334,1533424,216,483996,118,1716647,10965003,12681650,6139,11,25416,-83,1733,406,1990271,1,48169,25936,17
30,2022-03-17,2017086,310,1533208,203,483878,107,1716398,10959113,12675511,5776,14,25405,-257,1816,553,1989865,2,48168,25919,16
31,2022-03-16,2016776,364,1533005,239,483771,125,1716137,10953598,12669735,7540,17,25391,-168,2073,515,1989312,11,48166,25903,16
32,2022-03-15,2016412,395,1532766,202,483646,193,1715847,10946348,12662195,6258,8,25374,-198,2241,585,1988797,5,48155,25887,13
33,2022-03-14,2016017,368,1532564,200,483453,168,1715592,10940345,12655937,4921,146,25366,-594,2439,816,1988212,7,48150,25874,16
34,2022-03-13,2015649,173,1532364,110,483285,63,1715347,10935669,12651016,4340,6,25220,-184,3033,351,1987396,7,48143,25858,10
35,2022-03-12,2015476,139,1532254,93,483222,46,1715200,10931476,12646676,4351,0,25214,-283,3217,422,1987045,3,48136,25848,17
36,2022-03-11,2015337,471,1532161,277,483176,194,1715083,10927242,12642325,10550,214,25214,-526,3500,783,1986623,10,48133,25831,25
37,2022-03-10,2014866,436,1531884,264,482982,172,1714742,10917033,12631775,10162,183,25000,-652,4026,905,1985840,5,48123,25806,18
38,2022-03-09,2014430,632,1531620,348,482810,284,1714424,10907189,12621613,12901,49,24817,-504,4678,1087,1984935,13,48118,25788,16
39,2022-03-08,2013798,703,1531272,315,482526,388,1713995,10894717,12608712,7123,72,24768,-570,5182,1201,1983848,9,48105,25772,23
40,2022-03-07,2013095,601,1530957,377,482138,224,1713632,10887957,12601589,5980,26,24696,-874,5752,1449,1982647,15,48096,25749,21
41,2022-03-06,2012494,278,1530580,175,481914,103,1713168,10882441,12595609,5607,1,24670,-389,6626,666,1981198,8,48081,25728,16
42,2022-03-05,2012216,338,1530405,274,481811,64,1712947,10877055,12590002,9238,1,24669,-444,7015,781,1980532,10,48073,25712,33
43,2022-03-04,2011878,750,1530131,493,481747,257,1712619,10868145,12580764,13869,28,24668,-810,7459,1532,1979751,11,48063,25679,23
44,2022-03-03,2011128,796,1529638,434,481490,362,1712020,10854875,12566895,12526,23,24640,-1048,8269,1821,1978219,15,48052,25656,36
45,2022-03-02,2010332,1227,1529204,818,481128,409,1711501,10842868,12554369,12932,22,24617,-797,9317,2002,1976398,19,48037,25620,37
46,2022-03-01,2009105,1682,1528386,919,480719,763,1710523,10830914,12541437,8864,83,24595,-831,10114,2430,1974396,24,48018,25583,27
47,2022-02-28,2007423,1886,1527467,1089,479956,797,1709485,10823088,12532573,11193,65,24512,-1212,10945,3033,1971966,30,47994,25556,44
48,2022-02-27,2005537,78,1526378,77,479159,1,1708245,10813135,12521380,1630,12,24447,-1282,12157,1348,1968933,3,47964,25512,43
49,2022-02-26,2005459,665,1526301,490,479158,175,1708148,10811602,12519750,9661,0,24435,-911,13439,1576,1967585,11,47961,25469,34
50,2022-02-25,2004794,1667,1525811,1051,478983,616,1707540,10802549,12510089,14609,14,24435,-1273,14350,2926,1966009,32,47950,25435,33
51,2022-02-24,2003127,1982,1524760,1186,478367,796,1706334,10789146,12495480,12387,96,24421,-1769,15623,3655,1963083,20,47918,25402,46
52,2022-02-23,2001145,2248,1523574,1382,477571,866,1704967,10778126,12483093,12401,266,24325,-2003,17392,3985,1959428,22,47898,25356,46
53,2022-02-22,1998897,2663,1522192,1505,476705,1158,1703351,10767341,12470692,9550,95,24059,-2114,19395,4682,1955443,29,47876,25310,41
54,2022-02-21,1996234,1494,1520687,904,475547,590,1701645,10759497,12461142,6713,21,23964,-4930,21509,6403,1950761,22,47847,25269,42
55,2022-02-20,1994740,847,1519783,560,474957,287,1700607,10753822,12454429,6507,9,23943,-1913,26439,2751,1944358,11,47825,25227,46
56,2022-02-19,1993893,1308,1519223,923,474670,385,1699902,10748020,12447922,10668,11,23934,-1767,28352,3064,1941607,26,47814,25181,53
57,2022-02-18,1992585,2778,1518300,1790,474285,988,1698740,10738514,12437254,14970,26,23923,-2128,30119,4880,1938543,30,47788,25128,63
58,2022-02-17,1989807,3579,1516510,2514,473297,1065,1696644,10725640,12422284,18725,37,23897,-3000,32247,6542,1933663,45,47758,25065,70
59,2022-02-16,1986228,3862,1513996,2725,472232,1137,1693816,10709743,12403559,17920,53,23860,-4445,35247,8254,1927121,32,47713,24995,59
60,2022-02-15,1982366,3949,1511271,2753,471095,1196,1690748,10694891,12385639,12433,98,23807,-6081,39692,9932,1918867,45,47681,24936,70
61,2022-02-14,1978417,5208,1508518,2928,469899,2280,1687626,10685580,12373206,12384,362,23709,-7787,45773,12633,1908935,46,47636,24866,72
62,2022-02-13,1973209,1325,1505590,1001,467619,324,1684222,10676600,12360822,8328,61,23347,-3669,53560,4933,1896302,20,47590,24794,58
63,2022-02-12,1971884,2326,1504589,1761,467295,565,1683034,10669460,12352494,12725,3,23286,-3032,57229,5355,1891369,27,47570,24736,86
64,2022-02-11,1969558,5002,1502828,3606,466730,1396,1680936,10658833,12339769,18175,75,23283,-5805,60261,10732,1886014,60,47543,24650,73
65,2022-02-10,1964556,5674,1499222,3827,465334,1847,1676893,10644701,12321594,15316,65,23208,-7541,66066,13150,1875282,50,47483,24577,72
66,2022-02-09,1958882,6178,1495395,4497,463487,1681,1672600,10633678,12306278,18975,50,23143,-8166,73607,14294,1862132,60,47433,24505,74
67,2022-02-08,1952704,6204,1490898,3957,461806,2247,1667500,10619803,12287303,14897,62,23093,-11142,81773,17284,1847838,89,47373,24431,74
68,2022-02-07,1946500,6486,1486941,4033,459559,2453,1663030,10609376,12272406,13659,114,23031,-14661,92915,21033,1830554,67,47284,24357,90
69,2022-02-06,1940014,2963,1482908,2126,457106,837,1658575,10600172,12258747,8952,6,22917,-4591,107576,7548,1809521,53,47217,24267,94
70,2022-02-05,1937051,3840,1480782,2828,456269,1012,1656080,10593715,12249795,11082,3,22911,-4628,112167,8465,1801973,45,47164,24173,95
71,2022-02-04,1933211,7616,1477954,5539,455257,2077,1652853,10585860,12238713,21146,32,22908,-8890,116795,16474,1793508,64,47119,24078,64
72,2022-02-03,1925595,21734,1472415,6400,453180,15334,1646737,10570830,12217567,22622,75,22876,1687,125685,19972,1777034,73,47055,24014,79
73,2022-02-02,1903861,11240,1466015,8143,437846,3097,1639765,10555180,12194945,29544,67,22801,-13573,123998,24746,1757062,109,46982,23935,91
74,2022-02-01,1892621,12283,1457872,8726,434749,3557,1630772,10534629,12165401,26673,73,22734,-14681,137571,26891,1732316,80,46873,23844,93
75,2022-01-31,1880338,9658,1449146,6040,431192,3618,1620970,10517758,12138728,17403,155,22661,-9664,152252,19167,1705425,75,46793,23751,98
76,2022-01-30,1870680,5298,1443106,4022,427574,1276,1614550,10506775,12121325,14523,46,22506,-2322,161916,7574,1686258,49,46718,23653,96
77,2022-01-29,1865382,9798,1439084,7908,426298,1890,1610217,10496585,12106802,29583,5,22460,-492,164238,10285,1678684,47,46669,23557,85
78,2022-01-28,1855584,12843,1431176,9734,424408,3109,1601374,10475845,12077219,30705,118,22455,-7126,164730,19851,1668399,66,46622,23472,92
79,2022-01-27,1842741,17828,1421442,13738,421299,4090,1590934,10455580,12046514,39828,70,22337,-2838,171856,20596,1648548,85,46556,23380,103
80,2022-01-26,1824913,14459,1407704,11098,417209,3361,1576128,10430558,12006686,32690,68,22267,-6907,174694,21298,1627952,65,46471,23277,86
81,2022-01-25,1810454,15947,1396606,11635,413848,4312,1564169,10409827,11973996,29942,57,22199,-5431,181601,21321,1606654,77,46406,23191,73
82,2022-01-24,1794507,16297,1384971,11056,409536,5241,1551794,10392260,11944054,27555,86,22142,-7222,187032,23433,1585333,93,46329,23118,92
83,2022-01-23,1778210,8969,1373915,7669,404295,1300,1539994,10376505,11916499,20390,17,22056,265,194254,8687,1561900,58,46236,23026,80
84,2022-01-22,1769241,17118,1366246,14099,402995,3019,1531670,10364439,11896109,34748,0,22039,7121,193989,9997,1553213,79,46178,22946,66
85,2022-01-21,1752123,18077,1352147,14095,399976,3982,1516630,10344731,11861361,34263,118,22039,6645,186868,11314,1543216,82,46099,22880,81
86,2022-01-20,1734046,21575,1338052,16130,395994,5445,1501570,10325528,11827098,37730,138,21921,11160,180223,10277,1531902,90,46017,22799,90
87,2022-01-19,1712471,22097,1321922,16434,390549,5663,1484501,10304867,11789368,38897,69,21783,2077,169063,19951,1521625,121,45927,22709,79
88,2022-01-18,1690374,16232,1305488,10496,384886,5736,1467180,10283291,11750471,25008,97,21714,-5510,166986,21645,1501674,117,45806,22630,79
89,2022-01-17,1674142,11010,1294992,7460,379150,3550,1456223,10269240,11725463,19309,13,21617,-8092,172496,19089,1480029,92,45689,22551,70
90,2022-01-16,1663132,11555,1287532,9746,375600,1809,1448429,10257725,11706154,27488,21,21604,3696,180588,7838,1460940,67,45597,22481,63
91,2022-01-15,1651577,14892,1277786,11775,373791,3117,1437852,10240814,11678666,31283,18,21583,9194,176892,5680,1453102,90,45530,22418,60
92,2022-01-14,1636685,20157,1266011,15206,370674,4951,1425042,10222341,11647383,37759,199,21565,11330,167698,8628,1447422,110,45440,22358,86
93,2022-01-13,1616528,21098,1250805,15642,365723,5456,1408892,10200732,11609624,40404,175,21366,5316,156368,15607,1438794,137,45330,22272,54
94,2022-01-12,1595430,16998,1235163,12106,360267,4892,1392132,10177088,11569220,32670,67,21191,900,151052,16031,1423187,109,45193,22218,62
95,2022-01-11,1578432,16929,1223057,12421,355375,4508,1379080,10157470,11536550,30702,46,21124,279,150152,16604,1407156,125,45084,22156,76
96,2022-01-10,1561503,13836,1210636,9074,350867,4762,1365999,10139849,11505848,23682,58,21078,-394,149873,14172,1390552,148,44959,22080,63
97,2022-01-09,1547667,9165,1201562,6900,346105,2265,1356300,10125866,11482166,19889,36,21020,3197,150267,5932,1376380,103,44811,22017,54
98,2022-01-08,1538502,11585,1194662,9698,343840,1887,1348723,10113554,11462277,27637,1,20984,9086,147070,2498,1370448,120,44708,21963,61
99,2022-01-07,1526917,13270,1184964,10552,341953,2718,1338037,10096603,11434640,27831,30,20983,8909,137984,4331,1367950,89,44588,21902,53
100,2022-01-06,1513647,19457,1174412,14353,339235,5104,1327662,10079147,11406809,38100,29,20953,12822,129075,6606,1363619,134,44499,21849,51
101,2022-01-05,1494190,17459,1160059,12730,334131,4729,1312279,10056430,11368709,31866,37,20924,11185,116253,6237,1357013,110,44365,21798,57
102,2022-01-04,1476731,15124,1147329,9744,329402,5380,1299054,10037789,11336843,27091,46,20887,9689,105068,5389,1350776,104,44255,21741,46
103,2022-01-03,1461607,9195,1137585,6972,324022,2223,1288912,10020840,11309752,18216,50,20841,4717,95379,4428,1345387,83,44151,21695,36
104,2022-01-02,1452412,7543,1130613,6203,321799,1340,1281771,10009765,11291536,18366,21,20791,5448,90662,2074,1340959,73,44068,21659,47
105,2022-01-01,1444869,7696,1124410,6996,320459,700,1274828,9998342,11273170,22693,0,20770,5586,85214,2110,1338885,74,43995,21612,24
106,2021-12-31,1437173,11280,1117414,8965,319759,2315,1267092,9983385,11250477,25941,1,20770,8742,79628,2537,1336775,95,43921,21588,47
107,2021-12-30,1425893,14632,1108449,11017,317444,3615,1257560,9966976,11224536,30313,29,20769,12178,70886,2425,1334238,111,43826,21541,44
108,2021-12-29,1411261,12688,1097432,9331,313829,3357,1246021,9948202,11194223,29724,75,20740,10308,58708,2305,1331813,103,43715,21497,37
109,2021-12-28,1398573,11440,1088101,7785,310472,3655,1235661,9928838,11164499,23800,38,20665,9238,48400,2164,1329508,90,43612,21460,37
110,2021-12-27,1387133,6334,1080316,4311,306817,2023,1227729,9912970,11140699,16369,124,20627,3800,39162,2410,1327344,81,43522,21423,31
111,2021-12-26,1380799,1420,1076005,1278,304794,142,1223353,9900977,11124330,6025,149,20503,2,35362,1269,1324934,39,43441,21392,31
112,2021-12-25,1379379,3896,1074727,3202,304652,694,1221931,9896374,11118305,13827,18,20354,2666,35360,1212,1323665,53,43402,21361,16
113,2021-12-24,1375483,4659,1071525,3494,303958,1165,1218447,9886031,11104478,18910,0,20336,3038,32694,1621,1322453,61,43349,21345,34
114,2021-12-23,1370824,5184,1068031,3970,302793,1214,1214269,9871299,11085568,20710,62,20336,3370,29656,1752,1320832,60,43288,21311,35
115,2021-12-22,1365640,5880,1064061,3916,301579,1964,1210045,9854813,11064858,21087,2116,20274,1981,26286,1783,1319080,99,43228,21276,28
116,2021-12-21,1359760,3606,1060145,2593,299615,1013,1205988,9837783,11043771,17162,68,18158,1724,24305,1814,1317297,54,43129,21248,19
117,2021-12-20,1356154,2867,1057552,1989,298602,878,1203224,9823385,11026609,14110,91,18090,682,22581,2094,1315483,61,43075,21229,26
118,2021-12-19,1353287,1427,1055563,1013,297724,414,1201180,9811319,11012499,9639,26,17999,136,21899,1265,1313389,30,43014,21203,26
119,2021-12-18,1351860,1924,1054550,1461,297310,463,1200069,9802791,11002860,14412,0,17973,626,21763,1298,1312124,49,42984,21177,28
120,2021-12-17,1349936,2345,1053089,1650,296847,695,1198356,9790092,10988448,17209,43,17973,508,21137,1794,1310826,61,42935,21149,30
121,2021-12-16,1347591,2426,1051439,1667,296152,759,1196567,9774672,10971239,17734,47,17930,512,20629,1867,1309032,54,42874,21119,39
122,2021-12-15,1345165,2253,1049772,1573,295393,680,1194754,9758751,10953505,18116,38,17883,190,20117,2025,1307165,44,42820,21080,27
123,2021-12-14,1342912,2144,1048199,1385,294713,759,1193038,9742351,10935389,16667,82,17845,-30,19927,2092,1305140,55,42776,21053,21
124,2021-12-13,1340768,1800,1046814,1191,293954,609,1191538,9727184,10918722,12862,49,17763,-610,19957,2361,1303048,39,42721,21032,21
125,2021-12-12,1338968,1008,1045623,599,293345,409,1190278,9715582,10905860,9912,20,17714,-266,20567,1254,1300687,30,42682,21011,20
126,2021-12-11,1337960,978,1045024,806,292936,172,1189571,9706377,10895948,11067,4,17694,-255,20833,1229,1299433,49,42652,20991,25
127,2021-12-10,1336982,1842,1044218,1293,292764,549,1188582,9696299,10884881,17083,16,17690,336,21088,1490,1298204,63,42603,20966,28
128,2021-12-09,1335140,2101,1042925,1469,292215,632,1187176,9680622,10867798,17409,32,17674,1370,20752,699,1296714,57,42540,20938,29
129,2021-12-08,1333039,2525,1041456,1447,291583,1078,1185589,9664800,10850389,18246,18,17642,1115,19382,1392,1296015,61,42483,20909,35
130,2021-12-07,1330514,2155,1040009,1411,290505,744,1184051,9648092,10832143,14883,26,17624,720,18267,1409,1294623,62,42422,20874,17
131,2021-12-06,1328359,2011,1038598,1341,289761,670,1182551,9634709,10817260,13355,162,17598,205,17547,1644,1293214,59,42360,20857,24
132,2021-12-05,1326348,945,1037257,565,289091,380,1181014,9622891,10803905,7106,45,17436,22,17342,878,1291570,34,42301,20833,26
133,2021-12-04,1325403,1046,1036692,876,288711,170,1180407,9616392,10796799,11975,2,17391,151,17320,893,1290692,45,42267,20807,27
134,2021-12-03,1324357,2259,1035816,1671,288541,588,1179412,9605412,10784824,19206,41,17389,1013,17169,1205,1289799,56,42222,20780,23
135,2021-12-02,1322098,2154,1034145,1543,287953,611,1177621,9587997,10765618,18277,103,17348,649,16156,1402,1288594,38,42166,20757,30
136,2021-12-01,1319944,2427,1032602,1727,287342,700,1175870,9571471,10747341,21439,99,17245,1003,15507,1325,1287192,61,42128,20727,31
137,2021-11-30,1317517,2132,1030875,1361,286642,771,1174039,9551863,10725902,15148,152,17146,601,14504,1379,1285867,47,42067,20696,26
138,2021-11-29,1315385,2164,1029514,1367,285871,797,1172618,9538136,10710754,14095,43,16994,561,13903,1560,1284488,68,42020,20670,18
139,2021-11-28,1313221,705,1028147,458,285074,247,1171188,9525471,10696659,5746,17,16951,-212,13342,900,1282928,32,41952,20652,23
140,2021-11-27,1312516,699,1027689,577,284827,122,1170671,9520242,10690913,6680,0,16934,-169,13554,868,1282028,27,41920,20629,25
141,2021-11-26,1311817,520,1027112,465,284705,55,1170023,9514210,10684233,5523,2,16934,-749,13723,1267,1281160,23,41893,20604,17
142,2021-11-25,1311297,799,1026647,457,284650,342,1169464,9509246,10678710,7245,3,16932,-421,14472,1217,1279893,21,41870,20587,19
143,2021-11-24,1310498,1554,1026190,1112,284308,442,1168963,9502502,10671465,13704,12,16929,310,14893,1232,1278676,36,41849,20568,18
144,2021-11-23,1308944,1646,1025078,1129,283866,517,1167722,9490039,10657761,13387,50,16917,374,14583,1222,1277444,38,41813,20550,15
145,2021-11-22,1307298,1494,1023949,985,283349,509,1166496,9477878,10644374,13230,55,16867,-36,14209,1475,1276222,55,41775,20535,12
146,2021-11-21,1305804,581,1022964,350,282840,231,1165416,9465728,10631144,6664,14,16812,-206,14245,773,1274747,18,41720,20523,21
147,2021-11-20,1305223,841,1022614,669,282609,172,1165026,9459454,10624480,11042,0,16798,126,14451,715,1273974,25,41702,20502,19
148,2021-11-19,1304382,1557,1021945,1120,282437,437,1164259,9449179,10613438,17756,18,16798,493,14325,1046,1273259,31,41677,20483,19
149,2021-11-18,1302825,1609,1020825,1095,282000,514,1163050,9432632,10595682,22906,32,16780,490,13832,1087,1272213,39,41646,20464,21
150,2021-11-17,1301216,1806,1019730,1266,281486,540,1161708,9411068,10572776,22573,8,16748,800,13342,998,1271126,44,41607,20443,30
151,2021-11-16,1299410,1637,1018464,1082,280946,555,1160272,9389931,10550203,14603,49,16740,466,12542,1122,1270128,44,41563,20413,26
152,2021-11-15,1297773,1317,1017382,698,280391,619,1159113,9376487,10535600,9089,57,16691,-68,12076,1328,1269006,27,41519,20387,16
153,2021-11-14,1296456,712,1016684,615,279772,97,1158396,9368115,10526511,8946,4,16634,41,12144,667,1267678,23,41492,20371,13
154,2021-11-13,1295744,739,1016069,480,279675,259,1157710,9359855,10517565,9527,3,16630,4,12103,732,1267011,27,41469,20358,21
155,2021-11-12,1295005,1188,1015589,794,279416,394,1157182,9350856,10508038,14125,8,16627,300,12099,880,1266279,44,41442,20337,26
156,2021-11-11,1293817,1194,1014795,860,279022,334,1156327,9337586,10493913,16371,12,16619,161,11799,1021,1265399,28,41398,20311,25
157,2021-11-10,1292623,1474,1013935,1040,278688,434,1155383,9322159,10477542,18943,27,16607,383,11638,1064,1264378,57,41370,20286,28
158,2021-11-09,1291149,1942,1012895,1312,278254,630,1154226,9304373,10458599,20243,28,16580,852,11255,1062,1263314,48,41313,20258,30
159,2021-11-08,1289207,1147,1011583,730,277624,417,1152657,9285699,10438356,11106,45,16552,-214,10403,1316,1262252,45,41265,20228,25
160,2021-11-07,1288060,549,1010853,379,277207,170,1151844,9275406,10427250,7788,10,16507,-173,10617,712,1260936,25,41220,20203,24
161,2021-11-06,1287511,658,1010474,474,277037,184,1151402,9268060,10419462,10298,1,16497,-41,10790,698,1260224,24,41195,20179,18
162,2021-11-05,1286853,1108,1010000,748,276853,360,1150856,9258308,10409164,14195,35,16496,51,10831,1022,1259526,26,41171,20161,17
163,2021-11-04,1285745,952,1009252,702,276493,250,1150025,9244944,10394969,14096,29,16461,-239,10780,1162,1258504,22,41145,20144,26
164,2021-11-03,1284793,1268,1008550,834,276243,434,1149261,9231612,10380873,17485,32,16432,27,11019,1209,1257342,33,41123,20118,22
165,2021-11-02,1283525,1119,1007716,650,275809,469,1148343,9215045,10363388,10921,42,16400,-268,10992,1345,1256133,35,41090,20096,43
166,2021-11-01,1282406,1267,1007066,769,275340,498,1147630,9204837,10352467,10498,32,16358,-457,11260,1692,1254788,39,41055,20053,18
167,2021-10-31,1281139,438,1006297,334,274842,104,1146787,9195182,10341969,6261,0,16326,-442,11717,880,1253096,16,41016,20035,17
168,2021-10-30,1280701,634,1005963,511,274738,123,1146405,9189303,10335708,10104,8,16326,-347,12159,973,1252216,28,41000,20018,28
169,2021-10-29,1280067,1121,1005452,709,274615,412,1145790,9179814,10325604,14062,17,16318,-313,12506,1417,1251243,27,40972,19990,33
170,2021-10-28,1278946,1085,1004743,726,274203,359,1144977,9166565,10311542,13130,29,16301,-483,12819,1539,1249826,30,40945,19957,34
171,2021-10-27,1277861,1421,1004017,936,273844,485,1144134,9154278,10298412,18536,28,16272,-203,13302,1596,1248287,30,40915,19923,43
172,2021-10-26,1276440,1241,1003081,815,273359,426,1143111,9136765,10279876,12057,51,16244,-550,13505,1740,1246691,52,40885,19880,28
173,2021-10-25,1275199,1027,1002266,630,272933,397,1142195,9125624,10267819,12303,61,16193,-1121,14055,2087,1244951,46,40833,19852,31
174,2021-10-24,1274172,588,1001636,409,272536,179,1141487,9114029,10255516,7252,8,16132,-638,15176,1218,1242864,31,40787,19821,33
175,2021-10-23,1273584,792,1001227,560,272357,232,1140998,9107266,10248264,8478,0,16124,-491,15814,1283,1241646,29,40756,19788,39
