,DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,ACTIVE_CHANGE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
176,2021-10-22,1272792,1337,1000667,899,272125,438,1140338,9099448,10239786,14266,16,16124,-581,16305,1902,1240363,43,40727,19749,42
177,2021-10-21,1271455,1695,999768,1264,271687,431,1139303,9086217,10225520,19146,54,16108,-455,16886,2096,1238461,53,40684,19707,56
178,2021-10-20,1269760,1636,998504,1094,271256,542,1137884,9068490,10206374,16008,52,16054,-625,17341,2209,1236365,39,40631,19651,46
179,2021-10-19,1268124,1893,997410,1030,270714,863,1136629,9053737,10190366,13860,79,16002,-798,17966,2612,1234156,45,40592,19605,33
180,2021-10-18,1266231,1600,996380,998,269851,602,1135445,9041061,10176506,11609,86,15923,-1530,18764,3044,1231544,70,40547,19572,52
181,2021-10-17,1264631,578,995382,493,269249,85,1134318,9030579,10164897,6348,7,15837,-948,20294,1519,1228500,38,40477,19520,42
182,2021-10-16,1264053,842,994889,689,269164,153,1133728,9024821,10158549,8933,20,15830,-798,21242,1620,1226981,36,40439,19478,49
183,2021-10-15,1263211,1780,994200,1204,269011,576,1132909,9016707,10149616,13892,33,15810,-898,22040,2645,1225361,60,40403,19429,42
184,2021-10-14,1261431,2055,992996,1457,268435,598,1131525,9004199,10135724,15482,59,15777,-862,22938,2858,1222716,63,40343,19387,62
185,2021-10-13,1259376,2084,991539,1489,267837,595,1129845,8990397,10120242,15483,35,15718,-996,23800,3045,1219858,66,40280,19325,53
186,2021-10-12,1257292,2249,990050,1496,267242,753,1128117,8976642,10104759,14673,47,15683,-1084,24796,3286,1216813,70,40214,19272,69
187,2021-10-11,1255043,2607,988554,1221,266489,1386,1126073,8964013,10090086,12278,104,15636,-1486,25880,3989,1213527,70,40144,19203,46
188,2021-10-10,1252436,799,987333,703,265103,96,1124693,8953115,10077808,8812,8,15532,-1176,27366,1967,1209538,39,40074,19157,46
189,2021-10-09,1251637,1391,986630,999,265007,392,1123830,8945166,10068996,12296,4,15524,-621,28542,2008,1207571,63,40035,19111,67
190,2021-10-08,1250246,2368,985631,1492,264615,876,1122606,8934094,10056700,17550,17,15520,-570,29163,2921,1205563,74,39972,19044,61
191,2021-10-07,1247878,2518,984139,1762,263739,756,1120873,8918277,10039150,20203,52,15503,-1158,29733,3624,1202642,56,39898,18983,63
192,2021-10-06,1245360,2449,982377,1916,262983,533,1118883,8900064,10018947,21328,61,15451,-1330,30891,3718,1199018,68,39842,18920,79
193,2021-10-05,1242911,3086,980461,1943,262450,1143,1116655,8880964,9997619,17569,41,15390,-1302,32221,4347,1195300,84,39774,18841,90
194,2021-10-04,1239825,3115,978518,1931,261307,1184,1114522,8865528,9980050,17475,81,15349,-2087,33523,5121,1190953,76,39690,18751,65
195,2021-10-03,1236710,1169,976587,1013,260123,156,1112339,8850236,9962575,9987,35,15268,-1039,35610,2173,1185832,36,39614,18686,70
196,2021-10-02,1235541,1643,975574,1184,259967,459,1111136,8841452,9952588,14506,29,15233,-877,36649,2491,1183659,52,39578,18616,73
197,2021-10-01,1233898,3450,974390,2481,259508,969,1109706,8828376,9938082,21511,54,15204,-786,37526,4182,1181168,100,39526,18543,73
198,2021-09-30,1230448,3303,971909,2205,258539,1098,1106891,8809680,9916571,22306,56,15150,-1635,38312,4882,1176986,81,39426,18470,87
199,2021-09-29,1227145,4125,969704,2817,257441,1308,1104396,8789869,9894265,25273,50,15094,-1049,39947,5124,1172104,110,39345,18383,93
200,2021-09-28,1223020,3584,966887,2283,256133,1301,1101165,8767827,9868992,16384,44,15044,-2415,40996,5955,1166980,82,39235,18290,74
201,2021-09-27,1219436,3338,964604,1957,254832,1381,1098560,8754048,9852608,14424,101,15000,-4169,43411,7406,1161025,99,39153,18216,96
202,2021-09-26,1216098,2125,962647,1662,253451,463,1096368,8741816,9838184,17988,18,14899,-987,47580,3094,1153619,59,39054,18120,87
203,2021-09-25,1213973,1869,960985,1454,252988,415,1094363,8725833,9820196,12237,34,14881,-1896,48567,3731,1150525,48,38995,18033,88
204,2021-09-24,1212104,3879,959531,2683,252573,1196,1092638,8715321,9807959,23960,75,14847,-2436,50463,6240,1146794,101,38947,17945,101
205,2021-09-23,1208225,5560,956848,3879,251377,1681,1089544,8694455,9783999,27644,85,14772,-1678,52899,7153,1140554,130,38846,17844,110
206,2021-09-22,1202665,4079,952969,2866,249696,1213,1085128,8671227,9756355,23281,63,14687,-3734,54577,7750,1133401,107,38716,17734,110
207,2021-09-21,1198586,4706,950103,2997,248483,1709,1081915,8651159,9733074,20491,95,14624,-5296,58311,9907,1125651,159,38609,17624,127
208,2021-09-20,1193880,4616,947106,2824,246774,1792,1078535,8634048,9712583,21163,131,14529,72,63607,4413,1115744,182,38450,17497,105
209,2021-09-19,1189264,1665,944282,1219,244982,446,1075317,8616103,9691420,10544,38,14398,-2481,63535,4108,1111331,74,38268,17392,103
210,2021-09-18,1187599,3979,943063,3165,244536,814,1073871,8607005,9680876,23488,14,14360,-401,66016,4366,1107223,119,38194,17289,111
211,2021-09-17,1183620,6757,939898,4787,243722,1970,1070128,8587260,9657388,32873,57,14346,-391,66417,7091,1102857,189,38075,17178,118
212,2021-09-16,1176863,6321,935111,4625,241752,1696,1064753,8559762,9624515,28348,52,14289,-1873,66808,8142,1095766,148,37886,17060,96
213,2021-09-15,1170542,4527,930486,2949,240056,1578,1059642,8536525,9596167,16933,64,14237,-4442,68681,8905,1087624,107,37738,16964,102
214,2021-09-14,1166015,7367,927537,5056,238478,2311,1056461,8522773,9579234,28343,87,14173,-2376,73123,9656,1078719,168,37631,16862,108
215,2021-09-13,1158648,5604,922481,3389,236167,2215,1050849,8500042,9550891,19986,128,14086,-5953,75499,11429,1069063,205,37463,16754,129
216,2021-09-12,1153044,3442,919092,2907,233952,535,1047188,8483717,9530905,18657,34,13958,-850,81452,4258,1057634,125,37258,16625,97
217,2021-09-11,1149602,11292,916185,8207,233417,3085,1043895,8468353,9512248,50053,28,13924,6532,82302,4732,1053376,282,37133,16528,107
218,2021-09-10,1138310,15072,907978,10734,230332,4338,1034748,8427447,9462195,59841,58,13896,6579,75770,8435,1048644,348,36851,16421,96
219,2021-09-09,1123238,5165,897244,2873,225994,2292,1022944,8379410,9402354,16925,12,13838,-4358,69191,9511,1040209,124,36503,16325,103
220,2021-09-08,1118073,4472,894371,3214,223702,1258,1019831,8365598,9385429,16630,73,13826,-5047,73549,9446,1030698,154,36379,16222,115
221,2021-09-07,1113601,5340,891157,3663,222444,1677,1016293,8352506,9368799,18946,84,13753,-5384,78596,10640,1021252,156,36225,16107,96
222,2021-09-06,1108261,13049,887494,10470,220767,2579,1012320,8337533,9349853,64001,24,13669,2175,83980,10850,1010612,254,36069,16011,98
223,2021-09-05,1095212,11381,877024,8095,218188,3286,1000625,8285227,9285852,50013,11,13645,6952,81805,4418,999762,138,35815,15913,116
224,2021-09-04,1083831,9057,868929,6590,214902,2467,991752,8244087,9235839,39221,14,13634,4230,74853,4813,995344,153,35677,15797,95
225,2021-09-03,1074774,4791,862339,3363,212435,1428,984423,8212195,9196618,16831,42,13620,-3145,70623,7894,990531,90,35524,15702,89
226,2021-09-02,1069983,6552,858976,4323,211007,2229,980761,8199026,9179787,21717,75,13578,-1830,73768,8307,982637,120,35434,15613,87
227,2021-09-01,1063431,3277,854653,2094,208778,1183,976108,8181962,9158070,8664,35,13503,-4013,75598,7255,974330,81,35314,15526,93
228,2021-08-31,1060154,9412,852559,6238,207595,3174,973952,8175454,9149406,35311,32,13468,1139,79611,8241,967075,236,35233,15433,98
229,2021-08-30,1050742,9855,846321,7499,204421,2356,967108,8146987,9114095,43400,57,13436,1674,78472,8124,958834,195,34997,15335,95
230,2021-08-29,1040887,6410,838822,5200,202065,1210,958786,8111909,9070695,30263,21,13379,3075,76798,3314,950710,144,34802,15240,78
231,2021-08-28,1034477,6177,833622,4443,200855,1734,953022,8087410,9040432,25319,16,13358,2733,73723,3428,947396,122,34658,15162,83
232,2021-08-27,1028300,7838,829179,6070,199121,1768,948167,8066946,9015113,31856,51,13342,2720,70990,5067,943968,135,34536,15079,74
233,2021-08-26,1020462,7464,823109,5038,197353,2426,941690,8041567,8983257,30166,40,13291,1735,68270,5689,938901,132,34401,15005,70
234,2021-08-25,1012998,6570,818071,3819,194927,2751,936245,8016846,8953091,20753,49,13251,1326,66535,5195,933212,123,34269,14935,84
235,2021-08-24,1006428,4575,814252,3145,192176,1430,932236,8000102,8932338,15482,23,13202,-1051,65209,5603,928017,85,34146,14851,87
236,2021-08-23,1001853,5144,811107,2924,190746,2220,928897,7987959,8916856,15844,31,13179,-465,66260,5578,922414,106,34061,14764,59
237,2021-08-22,996709,4050,808183,3768,188526,282,925779,7975233,8901012,23264,25,13148,1341,66725,2684,916836,63,33955,14705,64
238,2021-08-21,992659,9797,804415,6888,188244,2909,921516,7956232,8877748,42183,12,13123,7267,65384,2518,914152,142,33892,14641,58
239,2021-08-20,982862,6379,797527,5028,185335,1351,914041,7921524,8835565,27845,26,13111,2671,58117,3682,911634,110,33750,14583,73
240,2021-08-19,976483,7126,792499,4562,183984,2564,908700,7899020,8807720,32003,45,13085,2983,55446,4098,907952,103,33640,14510,57
241,2021-08-18,969357,6508,787937,4424,181420,2084,903820,7871897,8775717,27192,51,13040,2737,52463,3720,903854,94,33537,14453,55
242,2021-08-17,962849,5400,783513,3950,179336,1450,898972,7849553,8748525,24057,27,12989,1472,49726,3901,900134,76,33443,14398,50
243,2021-08-16,957449,3700,779563,2317,177886,1383,894605,7829863,8724468,13976,32,12962,-113,48254,3781,896233,76,33367,14348,44
244,2021-08-15,953749,2777,777246,2309,176503,468,892064,7818428,8710492,14043,19,12930,647,48367,2111,892452,47,33291,14304,43
245,2021-08-14,950972,4859,774937,3683,176035,1176,889439,7807010,8696449,24152,4,12911,2855,47720,2000,890341,78,33244,14261,45
246,2021-08-13,946113,5539,771254,4011,174859,1528,885289,7787008,8672297,25866,22,12907,2801,44865,2716,888341,90,33166,14216,61
247,2021-08-12,940574,4593,767243,3518,173331,1075,880911,7765520,8646431,22110,29,12885,1802,42064,2762,885625,125,33076,14155,37
248,2021-08-11,935981,5602,763725,3972,172256,1630,877017,7747304,8624321,25854,20,12856,2937,40262,2645,882863,172,32951,14118,44
249,2021-08-10,930379,4088,759753,2634,170626,1454,872734,7725733,8598467,16272,7,12836,1525,37325,2556,880218,120,32779,14074,33
250,2021-08-09,926291,3639,757119,2371,169172,1268,869846,7712349,8582195,13615,40,12829,1082,35800,2517,877662,144,32659,14041,40
251,2021-08-08,922652,2159,754748,1608,167904,551,867285,7701295,8568580,11103,6,12789,782,34718,1371,875145,84,32515,14001,37
252,2021-08-07,920493,2590,753140,2003,167353,587,865435,7692042,8557477,14489,3,12783,1227,33936,1360,873774,94,32431,13964,25
253,2021-08-06,917903,4528,751137,3268,166766,1260,863151,7679837,8542988,21573,8,12780,2894,32709,1626,872414,152,32337,13939,39
254,2021-08-05,913375,3914,747869,2962,165506,952,859568,7661847,8521415,20131,29,12772,2292,29815,1593,870788,121,32185,13900,17
255,2021-08-04,909461,3243,744907,2525,164554,718,856320,7644964,8501284,17670,15,12743,1724,27523,1504,869195,129,32064,13883,17
256,2021-08-03,906218,3746,742382,2651,163836,1095,853534,7630080,8483614,17466,9,12728,2350,25799,1387,867691,124,31935,13866,22
257,2021-08-02,902472,2694,739731,1816,162741,878,850675,7615473,8466148,11333,17,12719,1277,23449,1400,866304,118,31811,13844,21
258,2021-08-01,899778,1690,737915,1348,161863,342,848738,7606077,8454815,9802,8,12702,929,22172,753,864904,78,31693,13823,12
259,2021-07-31,898088,2033,736567,1524,161521,509,847225,7597788,8445013,11003,9,12694,1293,21243,731,864151,98,31615,13811,17
260,2021-07-30,896055,3095,735043,2417,161012,678,845529,7588481,8434010,16383,8,12685,2252,19950,835,863420,119,31517,13794,10
261,2021-07-29,892960,2307,732626,1650,160334,657,842911,7574716,8417627,12930,2,12677,1533,17698,772,862585,76,31398,13784,14
262,2021-07-28,890653,2664,730976,1912,159677,752,841158,7563539,8404697,14871,8,12675,1823,16165,833,861813,100,31322,13770,13
263,2021-07-27,887989,2267,729064,1492,158925,775,839091,7550735,8389826,11495,12,12667,1530,14342,725,860980,82,31222,13757,16
264,2021-07-26,885722,2138,727572,1394,158150,744,837495,7540836,8378331,9570,20,12655,1371,12812,747,860255,113,31140,13741,13
265,2021-07-25,883584,864,726178,722,157406,142,836027,7532734,8368761,6235,11,12635,396,11441,457,859508,32,31027,13728,10
266,2021-07-24,882720,1267,725456,931,157264,336,835235,7527291,8362526,8408,4,12624,769,11045,494,859051,66,30995,13718,10
267,2021-07-23,881453,1556,724525,1108,156928,448,834213,7519905,8354118,10506,4,12620,1036,10276,516,858557,73,30929,13708,21
268,2021-07-22,879897,1541,723417,1097,156480,444,833039,7510573,8343612,11777,7,12616,1003,9240,531,858041,67,30856,13687,8
269,2021-07-21,878356,1446,722320,1022,156036,424,831824,7500011,8331835,10143,15,12609,875,8237,556,857510,74,30789,13679,12
270,2021-07-20,876910,1280,721298,898,155612,382,830765,7490927,8321692,10009,4,12594,772,7362,504,856954,61,30715,13667,9
271,2021-07-19,875630,973,720400,632,155230,341,829781,7481902,8311683,7033,8,12590,536,6590,429,856450,50,30654,13658,6
272,2021-07-18,874657,477,719768,368,154889,109,829106,7475544,8304650,4715,1,12582,201,6054,275,856021,23,30604,13652,9
273,2021-07-17,874180,623,719400,449,154780,174,828688,7471247,8299935,6028,2,12581,282,5853,339,855746,37,30581,13643,3
274,2021-07-16,873557,784,718951,563,154606,221,828188,7465719,8293907,7977,2,12579,480,5571,302,855407,54,30544,13640,7
275,2021-07-15,872773,791,718388,575,154385,216,827583,7458347,8285930,8704,6,12577,449,5091,336,855105,43,30490,13633,5
276,2021-07-14,871982,710,717813,533,154169,177,826967,7450259,8277226,8714,4,12571,429,4642,277,854769,29,30447,13628,3
277,2021-07-13,871272,806,717280,521,153992,285,826414,7442098,8268512,8126,8,12567,526,4213,272,854492,52,30418,13625,10
278,2021-07-12,870466,583,716759,384,153707,199,825860,7434526,8260386,5753,10,12559,287,3687,286,854220,30,30366,13615,6
279,2021-07-11,869883,230,716375,200,153508,30,825455,7429178,8254633,3563,8,12549,58,3400,164,853934,27,30336,13609,4
280,2021-07-10,869653,408,716175,297,153478,111,825214,7425856,8251070,5364,0,12541,255,3342,153,853770,30,30309,13605,6
281,2021-07-09,869245,564,715878,420,153367,144,824895,7420811,8245706,8277,5,12541,366,3087,193,853617,31,30279,13599,5
282,2021-07-08,868681,558,715458,410,153223,148,824451,7412978,8237429,8314,4,12536,375,2721,179,853424,19,30248,13594,3
283,2021-07-07,868123,501,715048,345,153075,156,824023,7405092,8229115,7939,8,12532,321,2346,172,853245,17,30229,13591,6
284,2021-07-06,867622,428,714703,285,152919,143,823653,7397523,8221176,5845,6,12524,224,2025,198,853073,19,30212,13585,5
285,2021-07-05,867194,191,714418,108,152776,83,823344,7391987,8215331,2627,1,12518,0,1801,190,852875,15,30193,13580,3
286,2021-07-04,867003,179,714310,138,152693,41,823224,7389480,8212704,3222,0,12517,61,1801,118,852685,7,30178,13577,3
287,2021-07-03,866824,267,714172,186,152652,81,823071,7386411,8209482,4827,3,12517,127,1740,137,852567,19,30171,13574,7
288,2021-07-02,866557,318,713986,218,152571,100,822860,7381795,8204655,6602,2,12514,168,1613,148,852430,13,30152,13567,4
289,2021-07-01,866239,303,713768,195,152471,108,822617,7375436,8198053,8126,3,12512,146,1445,154,852282,11,30139,13563,7
290,2021-06-30,865936,301,713573,227,152363,74,822383,7367544,8189927,7416,6,12509,132,1299,163,852128,17,30128,13556,5
291,2021-06-29,865635,412,713346,258,152289,154,822127,7360384,8182511,9323,-2,12503,261,1167,153,851965,18,30111,13551,4
292,2021-06-28,865223,110,713088,76,152135,34,821849,7351339,8173188,3391,7,12505,-86,906,189,851812,4,30093,13547,2
293,2021-06-27,865113,96,713012,63,152101,33,821766,7348031,8169797,3207,4,12498,-15,992,107,851623,3,30089,13545,4
294,2021-06-26,865017,129,712949,93,152068,36,821699,7344891,8166590,5479,3,12494,1,1007,125,851516,7,30086,13541,3
295,2021-06-25,864888,216,712856,158,152032,58,821598,7339513,8161111,7524,0,12491,85,1006,131,851391,12,30079,13538,7
296,2021-06-24,864672,221,712698,156,151974,65,821409,7332178,8153587,7654,7,12491,35,921,179,851260,21,30067,13531,5
297,2021-06-23,864451,230,712542,175,151909,55,821221,7324712,8145933,8707,4,12484,24,886,202,851081,13,30046,13526,7
298,2021-06-22,864221,235,712367,128,151854,107,821014,7316212,8137226,7449,5,12480,81,862,149,850879,16,30033,13519,5
299,2021-06-21,863986,155,712239,102,151747,53,820871,7308906,8129777,5767,10,12475,-81,781,226,850730,11,30017,13514,4
300,2021-06-20,863831,84,712137,65,151694,19,820729,7303281,8124010,3285,3,12465,-37,862,118,850504,5,30006,13510,5
301,2021-06-19,863747,127,712072,76,151675,51,820661,7300064,8120725,5545,3,12462,-54,899,178,850386,11,30001,13505,7
302,2021-06-18,863620,182,711996,141,151624,41,820566,7294614,8115180,7500,2,12459,-29,953,209,850208,11,29990,13498,8
303,2021-06-17,863438,169,711855,127,151583,42,820400,7287280,8107680,9334,3,12457,-51,982,217,849999,2,29979,13490,4
304,2021-06-16,863269,266,711728,210,151541,56,820246,7278100,8098346,9423,7,12454,29,1033,230,849782,11,29977,13486,6
305,2021-06-15,863003,307,711518,208,151485,99,820005,7268918,8088923,8673,2,12447,-39,1004,344,849552,11,29966,13480,9
306,2021-06-14,862696,214,711310,119,151386,95,819759,7260491,8080250,6455,5,12445,26,1043,183,849208,16,29955,13471,5
307,2021-06-13,862482,85,711191,69,151291,16,819605,7254190,8073795,3459,3,12440,-96,1017,178,849025,6,29939,13466,5
308,2021-06-12,862397,148,711122,94,151275,54,819515,7250821,8070336,5821,0,12437,-30,1113,178,848847,12,29933,13461,7
309,2021-06-11,862249,289,711028,156,151221,133,819401,7245114,8064515,7399,-2,12437,48,1143,243,848669,22,29921,13454,9
310,2021-06-10,861960,236,710872,172,151088,64,819215,7237901,8057116,8587,3,12439,-51,1095,284,848426,12,29899,13445,11
311,2021-06-09,861724,215,710700,154,151024,61,819008,7229521,8048529,10848,2,12436,-76,1146,289,848142,12,29887,13434,10
312,2021-06-08,861509,271,710546,181,150963,90,818813,7218868,8037681,7501,2,12434,-81,1222,350,847853,22,29875,13424,8
313,2021-06-07,861238,260,710365,153,150873,107,818611,7211569,8030180,6028,13,12432,-154,1303,401,847503,24,29853,13416,5
314,2021-06-06,860978,101,710212,80,150766,21,818405,7205747,8024152,4272,-1,12419,-146,1457,248,847102,8,29829,13411,5
315,2021-06-05,860877,164,710132,114,150745,50,818313,7201567,8019880,5971,3,12420,-165,1603,326,846854,13,29821,13406,10
316,2021-06-04,860713,294,710018,202,150695,92,818183,7195726,8013909,9694,0,12417,-96,1768,390,846528,15,29808,13396,6
317,2021-06-03,860419,317,709816,219,150603,98,817929,7186286,8004215,11728,4,12417,-107,1864,420,846138,21,29793,13390,10
318,2021-06-02,860102,362,709597,249,150505,113,817606,7174881,7992487,9573,7,12413,-88,1971,443,845718,23,29772,13380,11
319,2021-06-01,859740,420,709348,277,150392,143,817324,7165590,7982914,6863,9,12406,-61,2059,472,845275,31,29749,13369,8
320,2021-05-31,859320,187,709071,130,150249,57,817018,7159033,7976051,4044,10,12397,-369,2120,546,844803,12,29718,13361,12
321,2021-05-30,859133,180,708941,129,150192,51,816861,7155146,7972007,4773,0,12387,-209,2489,389,844257,15,29706,13349,14
322,2021-05-29,858953,188,708812,135,150141,53,816706,7150528,7967234,5758,2,12387,-249,2698,435,843868,20,29691,13335,5
323,2021-05-28,858765,317,708677,244,150088,73,816514,7144962,7961476,9595,3,12385,-162,2947,476,843433,17,29671,13330,10
324,2021-05-27,858448,393,708433,266,150015,127,816227,7135654,7951881,10621,13,12382,-231,3109,611,842957,24,29654,13320,11
325,2021-05-26,858055,497,708167,367,149888,130,815849,7125411,7941260,12267,23,12369,-113,3340,587,842346,39,29630,13309,13
326,2021-05-25,857558,420,707800,282,149758,138,815421,7113572,7928993,9200,6,12346,-198,3453,612,841759,27,29591,13296,15
327,2021-05-24,857138,450,707518,314,149620,136,815130,7104663,7919793,7768,7,12340,-296,3651,739,841147,30,29564,13281,10
328,2021-05-23,856688,251,707204,187,149484,64,814775,7097250,7912025,5363,6,12333,-273,3947,518,840408,17,29534,13271,10
329,2021-05-22,856437,309,707017,232,149420,77,814543,7092119,7906662,7446,3,12327,-170,4220,476,839890,26,29517,13261,9
330,2021-05-21,856128,516,706785,345,149343,171,814245,7084971,7899216,10298,3,12324,-127,4390,640,839414,23,29491,13252,12
331,2021-05-20,855612,545,706440,392,149172,153,813844,7075074,7888918,24048,16,12321,-207,4517,736,838774,33,29468,13240,17
332,2021-05-19,855067,630,706048,463,149019,167,813377,7051493,7864870,13912,11,12305,-158,4724,777,838038,40,29435,13223,14
333,2021-05-18,854437,569,705585,388,148852,181,812844,7038114,7850958,10683,14,12294,-270,4882,825,837261,37,29395,13209,15
334,2021-05-17,853868,652,705197,396,148671,256,812406,7027869,7840275,9113,12,12280,-317,5152,957,836436,29,29358,13194,17
335,2021-05-16,853216,274,704801,201,148415,73,811950,7019212,7831162,5278,4,12268,-302,5469,572,835479,19,29329,13177,11
336,2021-05-15,852942,403,704600,295,148342,108,811699,7014185,7825884,8538,1,12264,-242,5771,644,834907,23,29310,13166,11
337,2021-05-14,852539,803,704305,592,148234,211,811323,7006023,7817346,12108,10,12263,57,6013,736,834263,49,29287,13155,19
338,2021-05-13,851736,708,703713,481,148023,227,810645,6994593,7805238,12388,7,12253,-147,5956,848,833527,35,29238,13136,14
339,2021-05-12,851028,897,703232,653,147796,244,810097,6982753,7792850,17151,9,12246,-84,6103,972,832679,50,29203,13122,17
340,2021-05-11,850131,844,702579,614,147552,230,809300,6966399,7775699,11523,4,12237,-191,6187,1031,831707,46,29153,13105,14
341,2021-05-10,849287,625,701965,383,147322,242,808646,6955530,7764176,7511,17,12233,-632,6378,1240,830676,57,29107,13091,16
342,2021-05-09,848662,376,701582,284,147080,92,808213,6948452,7756665,6853,18,12216,-363,7010,721,829436,26,29050,13075,17
343,2021-05-08,848286,559,701298,400,146988,159,807878,6941934,7749812,10158,0,12198,-101,7373,660,828715,28,29024,13058,18
344,2021-05-07,847727,1029,700898,743,146829,286,807382,6932272,7739654,15079,2,12198,62,7474,965,828055,50,28996,13040,15
345,2021-05-06,846698,786,700155,548,146543,238,806529,6918046,7724575,11569,11,12196,-285,7412,1060,827090,36,28946,13025,17
346,2021-05-05,845912,1205,699607,768,146305,437,805893,6907113,7713006,17608,16,12185,240,7697,949,826030,50,28910,13008,15
347,2021-05-04,844707,851,698839,604,145868,247,805026,6890372,7695398,12118,11,12169,-259,7457,1099,825081,40,28860,12993,16
348,2021-05-03,843856,657,698235,455,145621,202,804335,6878945,7683280,8324,13,12158,-546,7716,1190,823982,42,28820,12977,14
349,2021-05-02,843199,499,697780,376,145419,123,803812,6871144,7674956,7405,1,12145,-217,8262,715,822792,28,28778,12963,16
350,2021-05-01,842700,608,697404,448,145296,160,803372,6864179,7667551,10380,-1,12144,-169,8479,778,822077,36,28750,12947,13
351,2021-04-30,842092,1071,696956,773,145136,298,802885,6854286,7657171,14992,7,12145,23,8648,1041,821299,42,28714,12934,18
352,2021-04-29,841021,1025,696183,689,144838,336,802017,6840162,7642179,14642,9,12138,-48,8625,1064,820258,50,28672,12916,18
353,2021-04-28,839996,1191,695494,862,144502,329,801236,6826301,7627537,20549,17,12129,-14,8673,1188,819194,67,28622,12898,16
354,2021-04-27,838805,1154,694632,710,144173,444,800240,6806748,7606988,13762,8,12112,-44,8687,1190,818006,64,28555,12882,17
355,2021-04-26,837651,1093,693922,719,143729,374,799442,6793784,7593226,9828,11,12104,-365,8731,1447,816816,48,28491,12865,20
356,2021-04-25,836558,553,693203,426,143355,127,798662,6784736,7583398,8195,6,12093,-287,9096,834,815369,37,28443,12845,14
357,2021-04-24,836005,751,692777,568,143228,183,798162,6777041,7575203,13084,0,12087,-213,9383,964,814535,53,28406,12831,14
358,2021-04-23,835254,947,692209,690,143045,257,797507,6764612,7562119,14910,4,12087,-220,9596,1163,813571,44,28353,12817,17
359,2021-04-22,834307,1843,691519,1049,142788,794,796673,6750536,7547209,22058,12,12083,603,9816,1228,812408,74,28309,12800,17
360,2021-04-21,832464,1380,690470,947,141994,433,795492,6729659,7525151,17935,18,12071,95,9213,1267,811180,60,28235,12783,19
361,2021-04-20,831084,1093,689523,901,141561,192,794439,6712777,7507216,13963,15,12053,-244,9118,1322,809913,72,28175,12764,14
